accommodates,bathrooms,cleaning_fee,review_scores_rating,bedrooms,beds,log_price,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,instant_bookable_f,instant_bookable_t
2.0,1.0,1.0,88.6,1.0,1.0,4.094344562,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2.0,1.0,1.0,100.0,1.0,1.0,5.272999559,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4.0,1.0,1.0,96.0,1.0,2.0,4.553876892,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3.0,1.0,0.0,95.0,0.0,1.0,4.700480366,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,94.0,1.0,1.0,4.317488114,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
4.0,1.0,1.0,95.0,1.0,1.0,4.744932128,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7.0,2.0,1.0,93.8,3.0,3.0,5.991464547,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,100.0,0.0,1.0,5.135798437,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4.0,1.0,1.0,88.0,1.0,2.0,4.574710979,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,99.0,1.0,1.0,4.59511985,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4.0,1.0,1.0,92.4,1.0,1.0,4.753590191,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3.0,1.0,0.0,100.0,1.0,1.0,5.272999559,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2.0,1.0,1.0,87.0,1.0,1.0,4.521788577,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,93.0,1.0,1.0,3.912023005,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,95.6,1.0,1.0,4.779123493,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,95.2,0.0,1.0,5.010635294,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4.0,2.0,0.0,100.0,2.0,2.0,5.247024072,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.5,1.0,80.5,1.0,2.0,4.770684624,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.5,1.0,95.0,1.0,1.0,4.521788577,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4.0,2.0,1.0,92.8,2.0,2.0,5.703782475,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.0,2.25,1.0,100.0,3.5,3.5,5.783825182,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,88.6,1.0,1.0,4.127134385,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,93.0,1.0,1.0,4.317488114,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,1.0,1.0,100.0,2.0,3.0,4.605170186,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4.0,1.0,0.0,89.0,1.0,2.0,4.859812404,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,1.0,0.0,88.0,1.0,1.0,4.17438727,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,1.0,1.0,97.0,2.0,2.0,5.521460918,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,91.6,1.0,1.0,4.49980967,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4.0,1.0,1.0,90.0,1.0,2.0,4.859812404,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,100.0,0.0,1.0,5.247024072,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4.0,1.0,0.0,95.4,1.0,2.0,5.298317367,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3.0,1.0,0.0,92.0,1.0,2.0,2.976143579500001,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3.0,1.0,0.0,95.4,2.0,1.0,4.605170186,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2.0,1.0,1.0,96.0,1.0,1.0,5.220355825,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,95.0,1.0,1.0,5.043425117,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4.0,1.0,0.0,98.4,1.0,2.0,4.787491743,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,2.0,0.0,95.8,1.0,1.0,3.555348061,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3.0,1.0,1.0,100.0,2.0,2.0,4.828313737,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,1.0,1.0,97.4,2.0,3.5,5.247024072,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,89.0,1.0,2.0,4.691347882,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3.0,1.0,0.0,96.0,2.0,2.0,5.703782475,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,1.0,1.0,96.0,0.0,2.0,5.416100402,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3.0,1.0,0.0,91.0,1.0,1.0,4.905274778,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,100.0,0.0,2.0,5.187385806,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,93.0,1.0,2.0,4.787491743,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,95.0,1.0,1.0,4.828313737,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4.0,1.0,0.0,87.0,1.0,2.0,3.912023005,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,92.0,0.0,1.0,4.584967479,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,100.0,0.0,1.0,4.553876892,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6.0,1.0,0.0,92.6,2.0,3.0,6.691621639499999,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,94.8,1.0,1.0,4.828313737,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4.0,1.0,1.0,90.0,1.0,2.0,4.700480366,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4.0,1.0,1.0,95.0,2.0,2.0,5.480638923,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6.0,1.0,1.0,92.0,2.0,3.0,5.135798437,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2.0,1.0,1.0,94.0,1.0,1.0,4.852030264,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6.0,1.5,1.0,93.0,2.0,3.0,4.317488114,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,2.0,1.0,100.0,1.0,1.0,5.010635294,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,1.0,1.0,95.0,1.0,1.0,5.010635294,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4.0,1.0,1.0,94.0,2.0,2.0,5.497168225,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6.0,2.0,1.0,90.0,3.0,3.5,5.521460918,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4.0,1.0,1.0,95.0,2.0,2.0,5.379897354,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3.0,1.0,0.0,99.0,2.0,2.0,5.521460918,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,1.5,1.0,100.0,1.0,1.0,4.382026635,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,98.0,0.0,1.0,4.65396035,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,2.0,0.0,90.0,1.0,1.0,3.912023005,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,96.0,1.0,1.0,4.248495242,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
6.0,2.0,1.0,90.0,2.0,2.0,5.135798437,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7.0,2.25,1.0,100.0,3.5,3.5,6.684611728,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6.0,2.0,0.0,97.8,2.0,3.0,5.327876169,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3.0,1.0,1.0,100.0,1.0,1.0,5.075173815,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,1.0,80.5,1.0,1.0,4.343805422,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3.0,1.0,1.0,91.0,1.0,1.0,5.424950017,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.5,1.0,96.0,0.0,1.0,3.80666249,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4.0,1.0,1.0,97.0,1.0,1.0,4.86753445,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.5,0.0,100.0,1.0,1.0,4.859812404,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,96.0,1.0,1.0,5.010635294,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.25,1.0,93.0,1.0,1.0,3.688879454,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
4.0,2.0,1.0,100.0,3.0,3.0,5.272999559,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4.0,1.0,1.0,96.0,1.0,2.0,4.976733742,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4.0,2.0,0.0,95.2,2.0,2.0,5.991464547,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3.0,1.0,1.0,97.4,1.0,2.0,5.010635294,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,83.0,1.0,1.0,3.912023005,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,98.0,0.0,1.0,4.127134385,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2.0,1.0,1.0,98.0,1.0,1.0,5.416100402,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7.0,2.0,1.0,100.0,3.5,3.5,6.309918278,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,98.0,1.0,1.0,3.912023005,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,96.0,1.0,1.0,4.65396035,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3.0,1.0,1.0,100.0,0.0,2.0,5.105945474,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,2.0,0.0,94.0,2.0,2.0,4.86753445,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,99.0,0.0,2.0,5.164785974,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,100.0,1.0,1.0,4.007333185,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,94.0,1.0,1.0,3.891820298,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,80.5,1.0,1.0,3.17805383,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4.0,1.0,1.0,97.0,2.0,2.0,5.855071922,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
7.0,2.25,1.0,100.0,3.5,3.5,6.691621639499999,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,95.6,1.0,1.0,4.691347882,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,87.0,0.0,1.0,4.465908119,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4.0,1.0,1.0,99.0,1.0,2.0,4.59511985,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4.0,1.0,1.0,100.0,2.0,3.0,5.501258211,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.5,0.0,98.0,1.0,1.0,4.234106505,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4.0,1.0,1.0,100.0,1.0,2.0,4.86753445,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2.0,2.0,1.0,95.4,1.0,1.0,4.060443011,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6.0,1.0,1.0,88.0,2.0,3.5,5.700443573,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,1.0,1.0,80.5,0.0,1.0,4.59511985,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6.0,1.0,1.0,93.0,2.0,3.0,5.164785974,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,2.0,1.0,80.5,1.0,1.0,3.135494216,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
2.0,1.0,1.0,92.6,1.0,1.0,4.060443011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,100.0,1.0,1.0,4.304065093,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
5.0,2.0,1.0,94.2,3.0,3.5,5.010635294,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4.0,1.0,1.0,97.0,2.0,3.0,5.075173815,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3.0,1.0,0.0,90.0,0.0,2.0,4.941642423,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.0,1.0,1.0,94.0,1.0,3.0,5.003946306,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4.0,1.0,1.0,90.0,2.0,2.0,4.605170186,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,94.6,1.0,1.0,3.80666249,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2.0,1.0,1.0,98.0,0.0,1.0,4.234106505,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,98.0,1.0,1.0,4.317488114,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
7.0,1.0,1.0,97.0,1.0,3.5,5.010635294,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3.0,1.0,1.0,100.0,1.0,2.0,4.510859507,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,100.0,1.0,1.0,5.293304825,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7.0,2.25,1.0,85.0,1.0,3.5,3.218875825,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3.0,1.0,0.0,96.6,0.0,2.0,4.442651256,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,1.0,1.0,100.0,0.0,3.0,5.192956851,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,88.0,0.0,1.0,5.010635294,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,85.0,1.0,1.0,4.553876892,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,96.4,0.0,1.0,5.666426688,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,1.0,1.0,98.0,1.0,2.0,4.941642423,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,1.0,1.0,100.0,1.0,2.0,5.857933154,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,97.8,1.0,1.0,4.787491743,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2.0,2.0,1.0,92.0,1.0,2.0,3.663561646,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4.0,1.0,1.0,84.0,1.0,1.0,4.553876892,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
7.0,1.5,1.0,95.0,2.0,3.5,5.293304825,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3.0,1.5,1.0,95.0,2.0,2.0,4.828313737,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3.0,2.0,1.0,96.0,2.0,2.0,5.700443573,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,100.0,1.0,1.0,4.584967479,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,1.5,0.0,100.0,2.0,3.0,5.298317367,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6.0,1.0,1.0,85.0,3.0,3.5,5.192956851,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4.0,1.0,1.0,86.0,1.0,2.0,5.521460918,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.0,1.0,1.0,98.0,2.0,3.0,3.555348061,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4.0,2.0,0.0,94.0,2.0,2.0,4.976733742,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4.0,1.5,1.0,96.0,1.0,3.0,5.272999559,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5.0,1.0,1.0,100.0,2.0,2.0,5.476463552,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,100.0,1.0,1.0,3.912023005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2.0,1.0,1.0,95.0,1.0,1.0,3.663561646,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,1.5,0.0,99.4,1.0,1.0,6.214608098,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,86.0,1.0,1.0,4.17438727,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,2.25,1.0,86.0,1.0,1.0,3.663561646,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6.0,2.0,1.0,98.0,2.0,3.0,6.204557763,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6.0,1.0,1.0,98.0,1.0,3.0,4.976733742,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3.0,1.5,0.0,97.0,1.0,2.0,4.86753445,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
5.0,1.0,0.0,87.0,2.0,3.0,5.991464547,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3.0,1.0,1.0,86.0,1.0,2.0,4.934473933,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5.0,1.0,1.0,89.0,1.0,2.0,4.605170186,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,100.0,0.0,1.0,4.700480366,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,1.0,0.0,100.0,1.0,2.0,4.787491743,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,1.0,1.0,96.0,1.0,1.0,4.691347882,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,95.0,0.0,1.0,4.49980967,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,1.0,1.0,96.0,1.0,1.0,5.272999559,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
7.0,2.0,1.0,92.4,3.0,3.5,5.521460918,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,90.0,1.0,1.0,5.991464547,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,98.0,1.0,2.0,5.703782475,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,96.0,0.0,1.0,5.298317367,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,99.0,1.0,1.0,4.369447852,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
6.0,1.0,1.0,98.0,0.0,3.0,5.003946306,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6.0,1.0,1.0,95.0,2.0,2.0,4.672828834,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,96.0,1.0,1.0,3.912023005,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,98.0,1.0,2.0,5.293304825,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,97.0,1.0,1.0,3.80666249,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,1.0,100.0,1.0,1.0,3.80666249,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
4.0,1.0,1.0,94.0,2.0,3.0,4.736198448,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.0,2.0,1.0,92.8,2.0,2.0,5.293304825,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5.0,1.0,1.0,100.0,1.0,2.0,5.598421959,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,97.0,1.0,1.0,5.075173815,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,1.0,100.0,0.0,1.0,5.164785974,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,97.0,1.0,1.0,4.553876892,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4.0,1.0,0.0,95.8,1.0,2.0,4.382026635,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,92.4,1.0,1.0,4.317488114,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3.0,1.0,1.0,100.0,1.0,2.0,4.553876892,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,96.0,1.0,1.0,4.59511985,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,1.0,80.5,1.0,1.0,3.761200116,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4.0,1.0,0.0,95.0,1.0,1.0,5.164785974,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3.0,1.0,1.0,97.0,2.0,3.0,4.86753445,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,0.0,92.4,1.0,1.0,3.295836866,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5.0,1.0,1.0,100.0,2.0,2.0,5.857933154,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,1.0,100.0,1.0,2.0,4.700480366,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6.0,2.0,1.0,100.0,2.0,3.0,5.433722004,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3.0,1.0,1.0,100.0,1.0,1.0,4.934473933,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,100.0,1.0,1.0,5.043425117,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3.0,0.25,0.0,80.5,1.0,1.0,4.49980967,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,93.0,1.0,1.0,4.094344562,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,1.0,1.0,90.0,1.0,1.0,4.934473933,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
7.0,1.0,1.0,100.0,2.0,2.0,5.857933154,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,94.0,1.0,1.0,4.356708827,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.3,0.0,88.4,1.0,1.2,5.298317367,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,94.0,1.0,1.0,4.691347882,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,2.25,1.0,97.0,1.0,1.0,4.317488114,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,1.0,0.0,100.0,0.0,1.0,4.605170186,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6.0,1.0,1.0,83.0,0.0,1.0,5.446737372,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,93.0,1.0,1.0,4.077537444,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,1.0,1.0,97.0,1.0,1.0,4.382026635,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,100.0,1.0,1.0,4.59511985,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,99.0,1.0,1.0,4.779123493,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,100.0,1.0,1.0,4.094344562,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4.0,1.0,1.0,89.0,0.0,2.0,4.553876892,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,1.0,1.0,93.0,0.0,1.0,4.787491743,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6.0,1.5,1.0,90.0,2.0,2.0,5.010635294,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.5,1.0,95.0,1.0,1.0,4.007333185,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4.0,1.0,1.0,90.4,2.0,2.0,6.214608098,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4.0,1.0,1.0,84.0,2.0,2.0,5.407171771,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,91.0,1.0,1.0,4.317488114,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4.0,2.25,1.0,100.0,2.0,2.0,6.109247583,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,1.0,0.0,91.6,1.0,1.0,5.501258211,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6.0,2.0,1.0,92.0,3.0,3.0,5.521460918,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0,2.0,1.0,100.0,1.0,1.0,4.248495242,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4.0,1.0,1.0,96.0,1.0,2.0,4.828313737,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6.0,2.0,1.0,100.0,2.0,3.0,5.141663557,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.0,1.5,0.0,100.0,1.0,1.0,4.553876892,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,2.0,0.0,83.6,1.0,2.0,4.605170186,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,2.0,0.0,93.0,1.0,1.0,4.382026635,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6.0,2.0,1.0,95.0,3.0,3.0,6.102558595,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6.0,1.0,1.0,94.0,1.0,2.0,4.59511985,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4.0,1.0,1.0,92.0,1.0,2.0,4.077537444,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,2.0,1.0,90.0,1.0,1.0,4.158883083,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,1.0,91.4,1.0,1.0,5.703782475,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
